우편번호,일련번호,시도,시군구,읍면동,리,도서,번지,아파트/건물명
608080,001,부산광역시,남구,용당동,,,,
608830,001,부산광역시,남구,용당동,,,301~610,
608793,002,부산광역시,남구,용당동,,,,용당현대IPARK아파트 (101~107동)
608829,001,부산광역시,남구,용당동,,,1~300,
608711,015,부산광역시,남구,용당동,,,,동명대학교
608796,012,부산광역시,남구,용당동,,,,신대연코오롱하늘채아파트 (101~115동)
608704,007,부산광역시,남구,용당동,,,,용당세관
608741,003,부산광역시,남구,용당동,,,,대한통운컨테이너터미널
608739,005,부산광역시,남구,용당동,,,,부경대학교용당캠퍼스
608742,007,부산광역시,남구,용호1동,,,,남부운전면허시험장
608763,002,부산광역시,남구,용호1동,,,,일신프리빌리지 (101~103동)
608764,002,부산광역시,남구,용호1동,,,,현대비치아파트
608746,012,부산광역시,남구,용호1동,,,,일신님2차아파트 (201~209동)
608790,012,부산광역시,남구,용호1동,,,,GS하이츠자이 (301~309동)
608091,001,부산광역시,남구,용호1동,,,,
608832,001,부산광역시,남구,용호1동,,,38~83,
608832,031,부산광역시,남구,용호1동,,, 산43~70,
608833,001,부산광역시,남구,용호1동,,,295~362,
608837,001,부산광역시,남구,용호1동,,,479,
608837,031,부산광역시,남구,용호1동,,,487,
608837,011,부산광역시,남구,용호1동,,,649~736,
608833,031,부산광역시,남구,용호1동,,,406~409,
608833,021,부산광역시,남구,용호1동,,,395~396,
608833,011,부산광역시,남구,용호1동,,,369~370,
608785,002,부산광역시,남구,용호1동,,,,LG메트로시티5차아파트 (221~229동)
608784,002,부산광역시,남구,용호1동,,,,LG메트로시티4차아파트 (201~238동)
608782,002,부산광역시,남구,용호1동,,,,LG메트로시티3차아파트 (134~142동)
608776,002,부산광역시,남구,용호1동,,,,LG메트로시티1차아파트 (101~118동)
608890,002,부산광역시,남구,용호1동,,,,LG메트로시티1차 (119~130동)
608837,021,부산광역시,남구,용호1동,,,483~484,
608833,041,부산광역시,남구,용호1동,,,413~424,
608832,011,부산광역시,남구,용호1동,,,91~294,
608832,021,부산광역시,남구,용호1동,,,386~387,
608890,012,부산광역시,남구,용호1동,,,,LG메트로시티2차 (131~133동)
608748,012,부산광역시,남구,용호2동,,,,용호주공아파트 (101~103동)
608092,001,부산광역시,남구,용호2동,,,,
608840,011,부산광역시,남구,용호2동,,, 산71~200,
608767,002,부산광역시,남구,용호2동,,,,벽산아파트
608846,011,부산광역시,남구,용호2동,,,531~532,
608846,001,부산광역시,남구,용호2동,,,516~523,
608840,001,부산광역시,남구,용호2동,,, 산2,
608839,001,부산광역시,남구,용호2동,,,524~530,
608839,011,부산광역시,남구,용호2동,,,542~554,
608839,021,부산광역시,남구,용호2동,,,559~599,
608749,012,부산광역시,남구,용호2동,,,,오륙도SKVIEW아파트 (101~115동)
608765,002,부산광역시,남구,용호2동,,,,동일아파트
608747,012,부산광역시,남구,용호2동,,,,오륙도롯데낙천대아파트 (101~108동)
608093,001,부산광역시,남구,용호3동,,,,
608831,001,부산광역시,남구,용호3동,,,1~37,
608831,021,부산광역시,남구,용호3동,,,363~368,
608769,002,부산광역시,남구,용호3동,,,,경동아파트
608836,011,부산광역시,남구,용호3동,,,425~478,
608836,001,부산광역시,남구,용호3동,,,397~405,
608836,031,부산광역시,남구,용호3동,,, 산3~42,
608836,021,부산광역시,남구,용호3동,,, 산1,
608835,011,부산광역시,남구,용호3동,,,493~515,
608835,001,부산광역시,남구,용호3동,,,388~389,
608835,021,부산광역시,남구,용호3동,,,373~385,
608834,011,부산광역시,남구,용호3동,,,410~412,
608834,001,부산광역시,남구,용호3동,,,390~394,
608770,002,부산광역시,남구,용호3동,,,,대광타워아파트
608831,041,부산광역시,남구,용호3동,,,488~492,
608831,011,부산광역시,남구,용호3동,,,84~90,
608831,031,부산광역시,남구,용호3동,,,371~372,
608838,031,부산광역시,남구,용호4동,,,480~482,
608838,001,부산광역시,남구,용호4동,,,485~486,
608838,021,부산광역시,남구,용호4동,,,555~558,
608838,041,부산광역시,남구,용호4동,,,755,
608838,011,부산광역시,남구,용호4동,,,533~541,
608768,002,부산광역시,남구,용호4동,,,,한진훼미리타운
608766,002,부산광역시,남구,용호4동,,,,도시타워아파트
608094,001,부산광역시,남구,용호4동,,,,
608090,001,부산광역시,남구,용호동,,,,
608841,001,부산광역시,남구,우암동,,,1~60,
608842,001,부산광역시,남구,우암동,,,61~122,
608843,001,부산광역시,남구,우암동,,,123~128,
608844,001,부산광역시,남구,우암동,,,129~179,
608771,002,부산광역시,남구,우암동,,,,뉴서울아파트
608773,002,부산광역시,남구,우암동,,,,자유1차아파트 (101~103동)
608775,002,부산광역시,남구,우암동,,,,자유3차아파트
608060,001,부산광역시,남구,우암동,,,,
608783,002,부산광역시,남구,우암동,,,,동일파크맨션아파트
608774,002,부산광역시,남구,우암동,,,,자유2차아파트 (104~107동)
608772,002,부산광역시,남구,우암동,,,,일신보라아파트
608845,001,부산광역시,남구,우암동,,,189~250,
608843,011,부산광역시,남구,우암동,,,180~188,
608787,012,부산광역시,남구,우암동,,,,중앙하이츠아파트 (1~5동)
608738,005,부산광역시,남구,우암동,,,,부산외국어대학교
601061,001,부산광역시,동구,범일1동,,,,
601751,002,부산광역시,동구,범일1동,,,,한성기린아파트
601802,001,부산광역시,동구,범일1동,,,54~61,
601802,021,부산광역시,동구,범일1동,,,62-572~62-576,
601802,011,부산광역시,동구,범일1동,,,62-1~62-3,
601802,041,부산광역시,동구,범일1동,,,1338~1350,
601802,031,부산광역시,동구,범일1동,,,63~66,
601804,021,부산광역시,동구,범일1동,,,1311~1337,
601804,001,부산광역시,동구,범일1동,,,62-714~62-747,
601804,031,부산광역시,동구,범일1동,,,1351~1399,
601804,051,부산광역시,동구,범일1동,,,67,
601804,061,부산광역시,동구,범일1동,,,70~222,
601841,021,부산광역시,동구,범일1동,,,1415-9~1415-9,
601841,091,부산광역시,동구,범일1동,,,1450-81~1450-92,
601841,071,부산광역시,동구,범일1동,,,1415-85~1415-97,
601841,081,부산광역시,동구,범일1동,,,1450-1~1450-60,
601841,041,부산광역시,동구,범일1동,,,1415-22~1415-55,
601841,051,부산광역시,동구,범일1동,,,1415-60~1415-65,
601841,061,부산광역시,동구,범일1동,,,1415-82~1415-82,
601841,031,부산광역시,동구,범일1동,,,1415-11~1415-20,
601712,017,부산광역시,동구,범일2동,,,,부산진소방서
601803,261,부산광역시,동구,범일2동,,,252-9,
601062,017,부산광역시,동구,범일2동,,,,동부산우체국
601737,012,부산광역시,동구,범일2동,,,,진흥마제스타워 (101~103동)
601736,012,부산광역시,동구,범일2동,,,,두산위브포세이돈2 (101~105동)
601733,014,부산광역시,동구,범일2동,,,,부산은행별관
601803,281,부산광역시,동구,범일2동,,,252-1~252-7,
601803,271,부산광역시,동구,범일2동,,,225~251,
601803,111,부산광역시,동구,범일2동,,,252-127~252-130,
601803,151,부산광역시,동구,범일2동,,,252-1669~252-1675,
601803,171,부산광역시,동구,범일2동,,,252-1781~252-1842,
601803,161,부산광역시,동구,범일2동,,,252-1776~252-1779,
601803,121,부산광역시,동구,범일2동,,,252-135~252-137,
601803,131,부산광역시,동구,범일2동,,,252-140,
601803,181,부산광역시,동구,범일2동,,,252-1892,
601803,001,부산광역시,동구,범일2동,,,62-4~62-571,
601803,011,부산광역시,동구,범일2동,,,62-577~62-713,
601803,251,부산광역시,동구,범일2동,,,547,
601803,231,부산광역시,동구,범일2동,,,390-3~390-5,
601803,221,부산광역시,동구,범일2동,,,389,
601803,211,부산광역시,동구,범일2동,,,375~379,
601803,201,부산광역시,동구,범일2동,,,253~289,
601803,101,부산광역시,동구,범일2동,,,252-90~252-121,
601803,061,부산광역시,동구,범일2동,,,252-11~252-14,
601803,071,부산광역시,동구,범일2동,,,252-24~252-29,
601803,081,부산광역시,동구,범일2동,,,252-32,
601803,091,부산광역시,동구,범일2동,,,252-40,
601803,141,부산광역시,동구,범일2동,,,252-682~252-743,
601803,191,부산광역시,동구,범일2동,,,252-1894~252-1900,
601803,051,부산광역시,동구,범일2동,,,899~1115,
601803,041,부산광역시,동구,범일2동,,,826~827,
601803,031,부산광역시,동구,범일2동,,,637~824,
601843,011,부산광역시,동구,범일2동,,,825,
601806,001,부산광역시,동구,범일2동,,,290~362,
601806,021,부산광역시,동구,범일2동,,,391~398,
601806,011,부산광역시,동구,범일2동,,,390-2,
601806,031,부산광역시,동구,범일2동,,,525~546,
601807,001,부산광역시,동구,범일2동,,,828~830-100,
601808,011,부산광역시,동구,범일2동,,,831~898,
601808,001,부산광역시,동구,범일2동,,,830-101~830-301,
601806,041,부산광역시,동구,범일2동,,,548~636,
601720,003,부산광역시,동구,범일2동,,,,눌원빌딩
601719,003,부산광역시,동구,범일2동,,,,썬오피스텔
601718,003,부산광역시,동구,범일2동,,,,현대백화점부산점
601717,003,부산광역시,동구,범일2동,,,,부산은행본점
601711,003,부산광역시,동구,범일2동,,,,SK에너지빌딩
601710,003,부산광역시,동구,범일2동,,,,파크빌딩
601709,003,부산광역시,동구,범일2동,,,,삼환오피스텔
601708,003,부산광역시,동구,범일2동,,,,삼익복합상가빌딩
601707,003,부산광역시,동구,범일2동,,,,부산진시장
601706,007,부산광역시,동구,범일2동,,,,KT부산정보통신센터
601705,003,부산광역시,동구,범일2동,,,,상록회관
601703,003,부산광역시,동구,범일2동,,,,부산자유도매시장
601700,003,부산광역시,동구,범일2동,,,,대우증권빌딩
601752,002,부산광역시,동구,범일2동,,,,한양아파트
601062,001,부산광역시,동구,범일2동,,,,
601809,121,부산광역시,동구,범일4동,,,1424-95~1424-100,
601809,111,부산광역시,동구,범일4동,,,1424-88~1424-93,
601809,061,부산광역시,동구,범일4동,,,1424-14,
601809,101,부산광역시,동구,범일4동,,,1424-82~1424-84,
601809,081,부산광역시,동구,범일4동,,,1424-49,
601809,051,부산광역시,동구,범일4동,,,1424-3,
601809,031,부산광역시,동구,범일4동,,,1503~1507,
601810,011,부산광역시,동구,범일4동,,,1457~1486,
601064,001,부산광역시,동구,범일4동,,,,
601800,021,부산광역시,동구,범일4동,,,1444~1448,
601800,121,부산광역시,동구,범일4동,,,1425,
601800,081,부산광역시,동구,범일4동,,,1424-50~1424-55,
601800,101,부산광역시,동구,범일4동,,,1424-85~1424-87,
601800,111,부산광역시,동구,범일4동,,,1424-94,
601800,091,부산광역시,동구,범일4동,,,1424-57~1424-81,
601800,071,부산광역시,동구,범일4동,,,1424-48,
601800,061,부산광역시,동구,범일4동,,,1424-15~1424-46,
601800,051,부산광역시,동구,범일4동,,,1424-4~1424-13,
601800,041,부산광역시,동구,범일4동,,,1424-1~1424-2,
601811,011,부산광역시,동구,범일4동,,,1508~1622,
601811,001,부산광역시,동구,범일4동,,,1487~1502,
601800,011,부산광역시,동구,범일4동,,,1306~1310,
601810,001,부산광역시,동구,범일4동,,,1431~1432,
601809,011,부산광역시,동구,범일4동,,,1433~1443,
601809,071,부산광역시,동구,범일4동,,,1424-47,
601809,091,부산광역시,동구,범일4동,,,1424-56,
601800,201,부산광역시,동구,범일4동,,,26~52,
601800,151,부산광역시,동구,범일4동,,,1415-56~1415-58,
601800,191,부산광역시,동구,범일4동,,,1416~1422,
601800,141,부산광역시,동구,범일4동,,,1415-2~1415-6,
601800,131,부산광역시,동구,범일4동,,,1403~1414,
601800,161,부산광역시,동구,범일4동,,,1415-67~1415-81,
601809,201,부산광역시,동구,범일4동,,, 산81-11~81-28,
601809,181,부산광역시,동구,범일4동,,, 산65-1~65-153,
601809,151,부산광역시,동구,범일4동,,,1449,
601809,211,부산광역시,동구,범일4동,,, 산85-4~85-5,
601809,191,부산광역시,동구,범일4동,,, 산72-1,
601809,141,부산광역시,동구,범일4동,,, 산84-2,
601800,181,부산광역시,동구,범일4동,,,1415-100~1415-109,
601800,211,부산광역시,동구,범일4동,,,1415-21~1415-21,
601800,171,부산광역시,동구,범일4동,,,1415-83~1415-84,
601809,161,부산광역시,동구,범일4동,,,1450-62~1450-79,
601809,171,부산광역시,동구,범일4동,,,1451~1456,
601810,041,부산광역시,동구,범일4동,,,1426~1430,
601805,211,부산광역시,동구,범일5동,,,252-10,
601842,011,부산광역시,동구,범일5동,,,1~25,
601842,021,부산광역시,동구,범일5동,,,68-1~68-1058,
601735,012,부산광역시,동구,범일5동,,,,두산위브뉴타운 (101~103동)
601801,031,부산광역시,동구,범일5동,,,1054~1114,
601801,021,부산광역시,동구,범일5동,,,1116~1305,
601725,007,부산광역시,동구,범일5동,,,,부두운영공사
601065,001,부산광역시,동구,범일5동,,,,
601726,007,부산광역시,동구,범일5동,,,,부산지방해양항만청
601805,201,부산광역시,동구,범일5동,,,1115,
601805,131,부산광역시,동구,범일5동,,,252-141~252-681,
601805,181,부산광역시,동구,범일5동,,,252-1893,
601805,111,부산광역시,동구,범일5동,,,252-131~252-134,
601805,091,부산광역시,동구,범일5동,,,252-41~252-89,
601805,071,부산광역시,동구,범일5동,,,252-30~252-31,
601805,051,부산광역시,동구,범일5동,,,252-8,
601805,161,부산광역시,동구,범일5동,,,252-1780,
601805,141,부산광역시,동구,범일5동,,,252-744~252-1668,
601805,171,부산광역시,동구,범일5동,,,252-1843~252-1891,
601805,151,부산광역시,동구,범일5동,,,252-1676~252-1775,
601805,061,부산광역시,동구,범일5동,,,252-15~252-23,
601805,081,부산광역시,동구,범일5동,,,252-33~252-39,
601805,101,부산광역시,동구,범일5동,,,252-122~252-126,
601805,121,부산광역시,동구,범일5동,,,252-138~252-139,
601060,001,부산광역시,동구,범일동,,,,
601031,001,부산광역시,동구,수정1동,,,,
601753,002,부산광역시,동구,수정1동,,,,수정도개공도시아파트
601814,191,부산광역시,동구,수정1동,,,971,
601814,281,부산광역시,동구,수정1동,,,972-3,
601814,051,부산광역시,동구,수정1동,,,1152,
601814,111,부산광역시,동구,수정1동,,,1011-9,
601814,031,부산광역시,동구,수정1동,,,1013~1047,
601814,071,부산광역시,동구,수정1동,,,969-14~969-19,
601814,171,부산광역시,동구,수정1동,,,1048-4~1048-660,
601814,101,부산광역시,동구,수정1동,,,1002-43~1002-63,
601814,091,부산광역시,동구,수정1동,,,1002-2~1002-23,
601814,301,부산광역시,동구,수정1동,,,969-88~969-88,
601814,291,부산광역시,동구,수정1동,,,972-12~972-16,
601814,241,부산광역시,동구,수정1동,,,970-37~970-52,
601814,231,부산광역시,동구,수정1동,,,970-16~970-25,
601814,081,부산광역시,동구,수정1동,,,969-48~969-66,
601814,041,부산광역시,동구,수정1동,,,1053~1103,
601814,221,부산광역시,동구,수정1동,,,970-3~970-14,
601814,201,부산광역시,동구,수정1동,,,969-107~969-145,
601814,211,부산광역시,동구,수정1동,,,969-215~969-240,
601814,251,부산광역시,동구,수정1동,,,970-119~970-123,
601814,311,부산광역시,동구,수정1동,,,969-191~969-191,
601814,271,부산광역시,동구,수정1동,,,970-191~970-195,
601814,261,부산광역시,동구,수정1동,,,970-129~970-146,
601814,181,부산광역시,동구,수정1동,,,970-110~970-111,
601814,321,부산광역시,동구,수정1동,,,970-115~970-115,
601814,161,부산광역시,동구,수정1동,,,1011-845~1011-878,
601814,151,부산광역시,동구,수정1동,,,1011-745~1011-836,
601814,141,부산광역시,동구,수정1동,,,1011-513~1011-681,
601814,061,부산광역시,동구,수정1동,,,1011-307~1011-507,
601814,131,부산광역시,동구,수정1동,,,1011-177~1011-301,
601814,121,부산광역시,동구,수정1동,,,1011-13~1011-134,
601814,331,부산광역시,동구,수정1동,,,970-169~970-169,
601814,001,부산광역시,동구,수정1동,,,328~403,
601819,021,부산광역시,동구,수정2동,,,856-10,
601819,031,부산광역시,동구,수정2동,,,856-5,
601819,041,부산광역시,동구,수정2동,,,857~895,
601818,071,부산광역시,동구,수정2동,,,844-11~844-13,
601818,111,부산광역시,동구,수정2동,,,844-301~844-302,
601818,091,부산광역시,동구,수정2동,,,844-97~844-104,
601818,061,부산광역시,동구,수정2동,,,801~844-4,
601818,051,부산광역시,동구,수정2동,,,800-13~800-20,
601818,041,부산광역시,동구,수정2동,,,800-4~800-10,
601818,031,부산광역시,동구,수정2동,,,800-1~800-2,
601817,021,부산광역시,동구,수정2동,,,981~982,
601817,011,부산광역시,동구,수정2동,,,925~963,
601819,091,부산광역시,동구,수정2동,,,844-105~844-290,
601819,001,부산광역시,동구,수정2동,,,800-11~800-12,
601819,051,부산광역시,동구,수정2동,,,800-3,
601818,021,부산광역시,동구,수정2동,,,856-6~856-9,
601818,011,부산광역시,동구,수정2동,,,856-11~856-17,
601818,001,부산광역시,동구,수정2동,,,855,
601818,121,부산광역시,동구,수정2동,,,844-322~844-324,
601818,101,부산광역시,동구,수정2동,,,844-291~844-296,
601818,081,부산광역시,동구,수정2동,,,844-17~844-27,
601819,011,부산광역시,동구,수정2동,,,845~854,
601819,071,부산광역시,동구,수정2동,,,844-14~844-16,
601819,111,부산광역시,동구,수정2동,,,844-303~844-321,
601819,101,부산광역시,동구,수정2동,,,844-297~844-300,
601819,081,부산광역시,동구,수정2동,,,844-28~844-96,
601819,061,부산광역시,동구,수정2동,,,844-5~844-10,
601819,121,부산광역시,동구,수정2동,,,844-325~844-340,
601812,031,부산광역시,동구,수정2동,,,554-5,
601812,061,부산광역시,동구,수정2동,,,553-5~553-30,
601812,051,부산광역시,동구,수정2동,,,541-1~541-3,
601821,011,부산광역시,동구,수정2동,,,1162~1167,
601821,001,부산광역시,동구,수정2동,,,1160,
601817,041,부산광역시,동구,수정2동,,,599-3~599-3,
601817,091,부산광역시,동구,수정2동,,,600~607,
601817,151,부산광역시,동구,수정2동,,,610~615,
601817,111,부산광역시,동구,수정2동,,,608-7~608-7,
601817,181,부산광역시,동구,수정2동,,,625-2~625-4,
601817,051,부산광역시,동구,수정2동,,,599-6~599-10,
601817,071,부산광역시,동구,수정2동,,,599-53~599-57,
601817,121,부산광역시,동구,수정2동,,,608-10~608-10,
601817,191,부산광역시,동구,수정2동,,,625-17~625-39,
601817,141,부산광역시,동구,수정2동,,,609-52~609-64,
601817,131,부산광역시,동구,수정2동,,,609-20~609-39,
601817,081,부산광역시,동구,수정2동,,,599-76~599-96,
601817,061,부산광역시,동구,수정2동,,,599-32~599-34,
601817,201,부산광역시,동구,수정2동,,,629~799,
601817,171,부산광역시,동구,수정2동,,,618~620,
601817,101,부산광역시,동구,수정2동,,,608-3~608-3,
601817,161,부산광역시,동구,수정2동,,,616-7~616-9,
601812,071,부산광역시,동구,수정2동,,,542~552,
601032,001,부산광역시,동구,수정2동,,,,
601738,003,부산광역시,동구,수정2동,,,,부산일보사빌딩
601722,007,부산광역시,동구,수정2동,,,,부산진세무서
601721,007,부산광역시,동구,수정2동,,,,부산동부경찰서
601716,003,부산광역시,동구,수정2동,,,,우리아비바생명빌딩
601701,007,부산광역시,동구,수정2동,,,,동구청
601812,021,부산광역시,동구,수정2동,,,465~468,
601812,001,부산광역시,동구,수정2동,,,1~307,
601034,001,부산광역시,동구,수정4동,,,,
601813,121,부산광역시,동구,수정4동,,,1148-2,
601813,081,부산광역시,동구,수정4동,,,1011-306,
601813,071,부산광역시,동구,수정4동,,,1011-171,
601813,021,부산광역시,동구,수정4동,,,983~1001,
601813,051,부산광역시,동구,수정4동,,,1011-11,
601813,091,부산광역시,동구,수정4동,,,1011-512,
601813,061,부산광역시,동구,수정4동,,,1048-692~1048-767,
601813,031,부산광역시,동구,수정4동,,,1002-25~1002-33,
601813,041,부산광역시,동구,수정4동,,,1003~1010,
601813,111,부산광역시,동구,수정4동,,,1011-837,
601813,101,부산광역시,동구,수정4동,,,1011-744,
601820,141,부산광역시,동구,수정4동,,,970-15,
601820,111,부산광역시,동구,수정4동,,,969-24~969-39,
601820,171,부산광역시,동구,수정4동,,,969-74~969-74,
601820,211,부산광역시,동구,수정4동,,,970-172~970-172,
601820,201,부산광역시,동구,수정4동,,,970-126~970-126,
601820,191,부산광역시,동구,수정4동,,,970-117~970-117,
601820,181,부산광역시,동구,수정4동,,,970-114~970-114,
601820,091,부산광역시,동구,수정4동,,,970-156~970-157,
601820,071,부산광역시,동구,수정4동,,,969-194~969-213,
601820,131,부산광역시,동구,수정4동,,,969-148~969-177,
601820,121,부산광역시,동구,수정4동,,,969-100~969-105,
601820,161,부산광역시,동구,수정4동,,,970-61~970-103,
601820,221,부산광역시,동구,수정4동,,,972-21~972-21,
601820,081,부산광역시,동구,수정4동,,,970-1,
601820,101,부산광역시,동구,수정4동,,,969-3,
601820,051,부산광역시,동구,수정4동,,,968,
601820,151,부산광역시,동구,수정4동,,,970-30~970-34,
601820,061,부산광역시,동구,수정4동,,,972-4~972-10,
601820,031,부산광역시,동구,수정4동,,,1161,
601820,041,부산광역시,동구,수정4동,,,1168~1189,
601820,011,부산광역시,동구,수정4동,,,973~980,
601813,001,부산광역시,동구,수정4동,,,309~327,
601815,041,부산광역시,동구,수정5동,,,1104,
601815,021,부산광역시,동구,수정5동,,, 산16~17,
601815,011,부산광역시,동구,수정5동,,,469~495,
601816,061,부산광역시,동구,수정5동,,,541-4~541-9,
601816,031,부산광역시,동구,수정5동,,,554-6~554-14,
601816,021,부산광역시,동구,수정5동,,,554-1~554-4,
601816,071,부산광역시,동구,수정5동,,,553-1~553-4,
601816,001,부산광역시,동구,수정5동,,,496~540,
601815,001,부산광역시,동구,수정5동,,,404~464,
601816,121,부산광역시,동구,수정5동,,,616-2~616-6,
601816,141,부산광역시,동구,수정5동,,,625-1~625-1,
601816,161,부산광역시,동구,수정5동,,,626~628,
601816,151,부산광역시,동구,수정5동,,,625-7~625-15,
601816,081,부산광역시,동구,수정5동,,,599-39~599-49,
601816,241,부산광역시,동구,수정5동,,,609-43~609-44,
601816,231,부산광역시,동구,수정5동,,,608-9~608-9,
601816,221,부산광역시,동구,수정5동,,,608-5~608-5,
601816,191,부산광역시,동구,수정5동,,,599-1~599-2,
601816,181,부산광역시,동구,수정5동,,,563~598,
601816,171,부산광역시,동구,수정5동,,,555~558,
601816,091,부산광역시,동구,수정5동,,,599-102~599-115,
601816,111,부산광역시,동구,수정5동,,,609-70~609-83,
601816,211,부산광역시,동구,수정5동,,,599-61~599-74,
601816,201,부산광역시,동구,수정5동,,,599-13~599-24,
601816,101,부산광역시,동구,수정5동,,,609-1~609-18,
601816,131,부산광역시,동구,수정5동,,,621~624,
601035,001,부산광역시,동구,수정5동,,,,
601030,001,부산광역시,동구,수정동,,,,
601051,001,부산광역시,동구,좌천1동,,,,
601754,002,부산광역시,동구,좌천1동,,,,동원드림타운
601724,003,부산광역시,동구,좌천1동,,,,일신기독병원
601723,003,부산광역시,동구,좌천1동,,,,봉생병원
601824,031,부산광역시,동구,좌천1동,,,858-3~858-20,
601823,121,부산광역시,동구,좌천1동,,,973-2,
601823,111,부산광역시,동구,좌천1동,,,855~857,
601823,161,부산광역시,동구,좌천1동,,,994-17~994-20,
601823,101,부산광역시,동구,좌천1동,,,854-50~854-65,
601823,091,부산광역시,동구,좌천1동,,,854-21~854-44,
601823,171,부산광역시,동구,좌천1동,,,996~1024,
601823,081,부산광역시,동구,좌천1동,,,854-2~854-3,
601823,141,부산광역시,동구,좌천1동,,,993,
601823,131,부산광역시,동구,좌천1동,,,973-11,
601823,061,부산광역시,동구,좌천1동,,,809~850,
601823,071,부산광역시,동구,좌천1동,,,851-5~851-9,
601823,151,부산광역시,동구,좌천1동,,,994-9,
601822,001,부산광역시,동구,좌천1동,,,1~672,
601822,011,부산광역시,동구,좌천1동,,,699~726,
601823,001,부산광역시,동구,좌천1동,,,673~698,
601824,021,부산광역시,동구,좌천1동,,,778~808,
601824,011,부산광역시,동구,좌천1동,,,745~755,
601824,001,부산광역시,동구,좌천1동,,,727~741,
601823,041,부산광역시,동구,좌천1동,,,958~972,
601822,021,부산광역시,동구,좌천1동,,,756~777,
601825,051,부산광역시,동구,좌천4동,,,1409~1429,
601825,031,부산광역시,동구,좌천4동,,, 산6,
601825,011,부산광역시,동구,좌천4동,,,881~957,
601825,071,부산광역시,동구,좌천4동,,,973-1,
601825,141,부산광역시,동구,좌천4동,,,994-3,
601825,081,부산광역시,동구,좌천4동,,,973-4,
601826,031,부산광역시,동구,좌천4동,,,742~744,
601825,061,부산광역시,동구,좌천4동,,,861~879,
601826,021,부산광역시,동구,좌천4동,,,859~860,
601825,111,부산광역시,동구,좌천4동,,,851-1~851-2,
601825,151,부산광역시,동구,좌천4동,,,994-11~994-14,
601825,101,부산광역시,동구,좌천4동,,,854-6~854-20,
601825,091,부산광역시,동구,좌천4동,,,852~853,
601826,011,부산광역시,동구,좌천4동,,,880,
601825,131,부산광역시,동구,좌천4동,,,974~992,
601825,161,부산광역시,동구,좌천4동,,,994-31~994-44,
601825,121,부산광역시,동구,좌천4동,,,973-12~973-131,
601825,171,부산광역시,동구,좌천4동,,,854-49~854-49,
601054,001,부산광역시,동구,좌천4동,,,,
601050,001,부산광역시,동구,좌천동,,,,
601011,001,부산광역시,동구,초량1동,,,,
601729,003,부산광역시,동구,초량1동,,,,프레지던트오피스텔
601728,003,부산광역시,동구,초량1동,,,,삼성금융프라자빌딩
601727,003,부산광역시,동구,초량1동,,,,교원공제회관빌딩
601755,003,부산광역시,동구,초량1동,,,,노블리안오피스텔
601830,031,부산광역시,동구,초량1동,,,546~549,
601830,041,부산광역시,동구,초량1동,,,556~622,
601830,011,부산광역시,동구,초량1동,,,545-2~545-20,
601830,001,부산광역시,동구,초량1동,,,994~1141,
601835,011,부산광역시,동구,초량1동,,,971~993,
601835,001,부산광역시,동구,초량1동,,,889~890,
601839,011,부산광역시,동구,초량1동,,,1209~1213,
601839,001,부산광역시,동구,초량1동,,,1202~1206,
601829,001,부산광역시,동구,초량2동,,,197~545-1,
601829,021,부산광역시,동구,초량2동,,,937~970,
601840,001,부산광역시,동구,초량2동,,,1207~1208,
601834,011,부산광역시,동구,초량2동,,,891~936,
601833,021,부산광역시,동구,초량2동,,,811-4,
601833,011,부산광역시,동구,초량2동,,,806-171,
601834,021,부산광역시,동구,초량2동,,,852~888,
601833,051,부산광역시,동구,초량2동,,,811-140~811-166,
601833,041,부산광역시,동구,초량2동,,,811-108~811-132,
601833,081,부산광역시,동구,초량2동,,,815-35~815-69,
601833,071,부산광역시,동구,초량2동,,,815-15~815-15,
601833,031,부산광역시,동구,초량2동,,,811-11~811-97,
601833,061,부산광역시,동구,초량2동,,,815-6~815-9,
601833,091,부산광역시,동구,초량2동,,,816-5,
601829,031,부산광역시,동구,초량2동,,,563-3,
601829,041,부산광역시,동구,초량2동,,,550~555,
601012,001,부산광역시,동구,초량2동,,,,
601730,007,부산광역시,동구,초량2동,,,,부산지방국토관리청
601013,001,부산광역시,동구,초량3동,,,,
601715,003,부산광역시,동구,초량3동,,,,국제오피스텔
601704,007,부산광역시,동구,초량3동,,,,한국철도공사부산지역본부
601732,003,부산광역시,동구,초량3동,,,,한국감정원빌딩
601713,003,부산광역시,동구,초량3동,,,,현대해상빌딩
601740,013,부산광역시,동구,초량3동,,,,메리츠화재
601742,012,부산광역시,동구,초량3동,,,,동원로얄듀크 (101~102동)
601741,012,부산광역시,동구,초량3동,,,,반도보라 (101~102동)
601731,012,부산광역시,동구,초량3동,,,,LH부산울산지역본부
601827,001,부산광역시,동구,초량3동,,,1~170,
601836,001,부산광역시,동구,초량3동,,,1142~1156,
601837,001,부산광역시,동구,초량3동,,,1157~1186,
601837,011,부산광역시,동구,초량3동,,,1191~1193,
601838,011,부산광역시,동구,초량3동,,,1194~1201,
601838,001,부산광역시,동구,초량3동,,,1187~1190,
601827,011,부산광역시,동구,초량3동,,,623~743,
601828,001,부산광역시,동구,초량3동,,,171~196,
601831,041,부산광역시,동구,초량6동,,, 산10,
601831,001,부산광역시,동구,초량6동,,,744~794,
601831,031,부산광역시,동구,초량6동,,, 산5,
601832,031,부산광역시,동구,초량6동,,,811-134~811-134,
